ad_name,campaign_name,cost,purchases,conv_value
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - Femme Porté - Sans Prix - V1 - H1,ASUC-(HISTO)-US-(US)-PERF-RTG,17.89,,
18/03/26 - Video Social Friendly - Young Parent - KIDS - BONPOINT - #ROAD - Glossy Havane -  Unboxing - Sans Prix - V1 - H1,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,17.76,,
04/06/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pastry Dream - MoMa - Avec Prix - V1,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,17.69,3,163.02
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - Femme Porté - Sans Prix - V1 - H1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,17.67,1,84.04
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,17.66,2,168.81
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - #HORIZON - SAND - UGC Ismaelle Le Super Cent - Sans Prix - V1 - H1,ASUC-(HISTO)-UK-(UK)-PERF-RTG,17.53,,
04/06/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - MoMa - Avec Prix - V1,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,17.52,,
17/07/26 - Motion - Young Parent - KIDS - PERMANENT - Multi Modèles - Multi Variantes - Braderie Sociale - Illustrations - Sans Prix - V3,ASUC-(ALL)-PERF-KIDS-INTER,17.47,1,34
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Pomodoro - Split Screen - 1 Lunette - Avec prix - V2,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,17.44,1,62.38
04/06/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - MoMa - Avec Prix - V1,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,17.36,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,17.3,1,84.73
17/02/26 - Video Social Friendly - Young Dynamic - SUN - CROSSROADS - #M - Vidéo Touch - V1 - H1,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,17.26,3,126
26/03/26 - Carrousel - Young Presbyte - READING - PERMANENT - #Office - Multi Variantes - Packshot MoMa - Avec Prix - V1 - Copie,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,17.14,1,34.81
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Pomodoro - Split Screen - 1 Lunette - Avec prix - V2,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,17.13,1,56.75
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,17.11,,
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - #D - Tortoise - UGC Lison Le Super Cent - Sans Prix - V1 - H1,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,17.09,1,87.27
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Packshot Face - Avec Prix - V1,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,16.77,3,273.02
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Femme Porté - Sans Prix - V1 - H1,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,16.62,,
30/03/26 - Video Social Friendly - Young Dynamic - SUN - PERMANENT - Multi Modèles - Vintage Cream - Unboxing - Sans Prix - V1 - H1,ASUC-(NEW)-PERF-RTG-WARM-ROW,16.62,,
05/05/26 - Video Social Friendly - All targets - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - Unboxing - Sans Prix - V1 - H1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,16.5,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Packshot Face - Avec Prix - V1,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,16.46,,
11/03/26 - Image - Young Dynamic - SUN - CROSSROADS - Road - Turquoise Stone - Packshot MoMa - Avec Prix - V1,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,16.44,,
10/07/26 - Image - Young Dynamic - SCREEN - #OFFICE - Light Tortoise - Split Screen - Sans prix - V1,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,16.43,1,55
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Femme Porté - Sans Prix - V1 - H1,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,16.38,,
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V3,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,16.3,,
21/04/26 - Video Brand - All targets - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - Sans Prix - V1 - H1,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,16.17,3,220.43
20/04/26 - Image - Young Dynamic - SPORT - RUNNING - #HORIZON - Multi Variantes - KV SS26 - Portés Mixte - Avec Prix - V1,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,16.14,,
11/03/26 - Image - Young Dynamic - SUN - CROSSROADS - Road - Turquoise Stone - Packshot MoMa - Avec Prix - V1,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,16.12,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,16.08,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-PERF-RTG-WARM-ROW,16.07,,
18/03/26 - Video Social Friendly - Young Parent - KIDS - BONPOINT - #ROAD - Glossy Havane -  Unboxing - Sans Prix - V1 - H1,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,15.93,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,15.93,1,42.63
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Packshot - Sans Prix - V1,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,15.87,,
10/07/26 - Image - Young Dynamic - SUN - #ROAD - Multi Variantes - Split Screen - 3 Lunettes - Sans prix - V1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,15.85,,
05/05/26 - Video Social Friendly - All targets - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - Unboxing - Sans Prix - V1 - H1,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,15.74,,
22/06/26 - Video UGC - Young Dynamic - SUN - ALEGRIA - #LUZ - Blue Riviera - UGC Coline Le Super Cent - Sans Prix - V1 - H1,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,15.73,3,150
17/07/26 - Image - Young Parent - KIDS - PERMANENT - Multi Modèles - Multi Variantes - Braderie Sociale - Sans Prix - V3,ASUC-(ALL)-PERF-KIDS-INTER,15.7,,
18/12/25 - Image Collection - Young Presbyte - READING - PERMANENT - #D - Frozen Blue - Packshot MoMa - Avec Prix - V1,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,15.69,2,147.07
21/05/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,15.63,,
05/05/26 - Video Social Friendly - All targets - SUN - ESSENTIAL EDITION - #ECHO - Granit - Unboxing - Sans Prix - V2 - H1,ASUC-(HISTO)-UK-(UK)-PERF-RTG,15.61,3,186.48
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - Multi Modèles - Multi Variantes - Mixte Face Cam Selfie Porté - Sans Prix - V1 - H1,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-ACQ-COLD-SUN,15.61,,
04/06/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - MoMa - Avec Prix - V1,ASUC-(HISTO)-US-(US)-PERF-RTG,15.58,1,112.45
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V3,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,15.44,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-NORVEGE-(NO)-PERF-RTG,15.35,,
10/07/26 - Image - Young Dynamic - SUN - #ROAD - Tortoise - MoMa - Avec prix - V1,ASUC-(NEW)-CANADA-(CA)-PERF-RTG,15.28,1,73.78
28/04/26 - Image - Young Dynamic - SPORT - RUNNING - #JOURNEY - Hazel - KV SS26 - Porté Homme - Avec Prix - V1,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,15.18,2,208.36
04/06/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - MoMa - Avec Prix - V1,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,15.12,,
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V2,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,15.08,,
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - #ROAD - Multi Variantes - UGC Adele Le Super Cent - Sans Prix - V1 - H1,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,14.92,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,14.8,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-ESPAGNE-(ES)-PERF-RTG,14.76,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Femme Porté - Sans Prix - V1 - H1,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,14.71,1,155.01
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - Multi Modèles - Multi Variantes - Mixte Face Cam Selfie Porté - Sans Prix - V1 - H1,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,14.6,1,63.94
28/04/26 - Image - All targets - SUN - PERMANENT - #E - Midnight Blue - KV SS26 - Porté Homme - Avec Prix - V1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,14.59,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Femme Porté - Sans Prix - V3 - H1,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,14.54,,
04/06/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - MoMa - Avec Prix - V1,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,14.54,1,116.73
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - #HORIZON - SAND - UGC Ismaelle Le Super Cent - Sans Prix - V1 - H1,ASUC-(HISTO)-US-(US)-PERF-RTG,14.54,,
04/06/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - MoMa - Avec Prix - V1,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,14.49,,
11/03/26 - Image - Young Dynamic - SUN - CROSSROADS - Road - Golden Canyon - Packshot MoMa - Avec Prix - V1,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-RTG,14.45,,
30/04/26 - Image - Young Parent - KIDS - PERMANENT - #ROAD - Frozen Blue - Packshot Face USP - Sans Prix - V1,ASUC-(ALL)-PERF-KIDS-INTER,14.32,2,62.16
30/06/26 - Image - Young Presbyte - READING - PERMANENT - #B - Golden Green - Moma Reading #B - Avec Prix - V1,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,14.26,1,45.83
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Granit - Packshot Face USP fléchés - Sans Prix - V1,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,14.24,3,259.89
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Pomodoro - Split Screen - 1 Lunette - Avec prix - V2,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-ACQ-COLD,14.19,,
10/07/26 - Image - Young Dynamic - SUN - #ROAD - Tortoise - MoMa - Avec prix - V1,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,14.14,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Packshot 3 Angles - Avec Prix - V1,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,14.08,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - Packshot 3 Angles - Avec Prix - V1,ASUC-(HISTO)-UK-(UK)-PERF-RTG,14.07,,
04/06/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - MoMa - Avec Prix - V1,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,14.05,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - Packshot 3 Angles - Avec Prix - V1,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,14.05,,
06/05/26 - Image - Young Parent - SUN - PERMANENT - #ROAD - Multi Variantes - Emswells - Porté Femme & Kids - Sans Prix - V1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,13.97,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-ITALIE-(IT)-PERF-RTG,13.96,1,36.89
19/06/26 - Video UGC - Young Dynamic - SUN - ALEGRIA - Multi Variantes - Multi Modèles - UGC Nina in Store - Sans Prix - V1 - H1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD-RECO,13.86,,
05/05/26 - Video Social Friendly - All targets - SUN - ESSENTIAL EDITION - #ECHO - Granit - Unboxing - Sans Prix - V2 - H1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,13.83,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Femme Porté - Sans Prix - V1 - H1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,13.69,4,231.99
22/06/26 - Video UGC - Young Dynamic - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - UGC Camille Le Super Cent - Sans Prix - V1 - H1,ASUC-(NEW)-AUTRICHE-(AT)-PERF-RTG,13.63,,
04/06/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - MoMa - Avec Prix - V1,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,13.57,1,38.55
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - #D - Tortoise - UGC Lison Le Super Cent - Sans Prix - V1 - H1,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,13.53,2,55.96
21/05/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,13.51,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-ESPAGNE-(ES)-PERF-ACQ-COLD,13.49,2,40.36
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - Femme Porté - Sans Prix - V1 - H1,ASUC-(NEW)-PERF-RTG-WARM-ROW,13.49,,
30/03/26 - Video Social Friendly - Young Dynamic - SUN - PERMANENT - Multi Modèles - Vintage Cream - Unboxing - Sans Prix - V1 - H1,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,13.47,1,56
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Pomodoro - Split Screen - 1 Lunette - Avec prix - V2,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,13.44,2,114.72
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V2,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,13.41,,
30/03/26 - Video Social Friendly - Young Dynamic - SUN - PERMANENT - Multi Modèles - Vintage Cream - Unboxing - Sans Prix - V2 - H1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,13.37,,
30/03/26 - Video Social Friendly - Young Dynamic - SUN - PERMANENT - Multi Modèles - Vintage Cream - Unboxing - Sans Prix - V2 - H1,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,13.23,1,90
10/07/26 - Image - Young Dynamic - SUN - #OFFICE - Golden Green - MoMa - Avec prix - V1,ASUC-(NEW)-POLOGNE-(PL)-PERF-ACQ-COLD,13.18,,
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Granit - Packshot Face USP fléchés - Sans Prix - V1,ASUC-(NEW)-MEXIQUE-(MX)-PERF-ACQ-COLD,13.16,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,13.14,,
01/07/26 - Video UGC - Young Dynamic - SUN - CROSSROADS - Multi Variantes - Multi Modèles - UGC in Store - Sans Prix - V1 - H1,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,13.13,,
10/07/26 - Image - Young Dynamic - SUN - #ROAD - Tortoise - MoMa - Avec prix - V1,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,13.05,,
20/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Still Life - Avec Prix - V1,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,13.04,2,120.45
04/06/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - MoMa - Avec Prix - V1,ASUC-(NEW)-PORTUGAL-(PT)-PERF-ACQ-COLD,13.02,,
10/07/26 - Image - Young Dynamic - SUN - #OFFICE - Vintage Cream - MoMa - Avec prix - V1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,13.01,,
21/04/26 - Video Brand - All targets - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - Sans Prix - V1 - H1,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,12.98,1,39.61
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Packshot Face USP fléchés - Sans Prix - V1,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,12.94,1,39.58
26/03/26 - Carrousel - Young Presbyte - READING - PERMANENT - #Office - Multi Variantes - Packshot MoMa - Avec Prix - V1,ASUC-(HISTO)-FRANCE-(FR)-PERF-ACQ-COLD,12.92,1,24.67
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - Femme Porté - Sans Prix - V1 - H1,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,12.91,3,231.76
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #BAY - Basil Love - Homme Face Cam Selfie Porté - Sans Prix - V1 - H1,ASUC-(NEW)-PERF-RTG-WARM-ROW,12.8,,
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - #D - Tortoise - UGC Lison Le Super Cent - Sans Prix - V1 - H1,ASUC-(NEW)-CANADA-(CA)-PERF-ACQ-COLD,12.77,,
04/06/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - MoMa - Avec Prix - V1,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,12.73,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - Femme Porté - Sans Prix - V1 - H1,ASUC-(NEW)-ITALIE-(IT)-PERF-ACQ-COLD,12.63,,
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Packshot - Sans Prix - V1,ASUC-(NEW)-PERF-RTG-WARM-ROW,12.5,,
11/03/26 - Image - Young Dynamic - SUN - CROSSROADS - Road - Turquoise Stone - Packshot MoMa - Avec Prix - V1,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-ACQ-COLD,12.47,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Femme Porté - Sans Prix - V1 - H1,ASUC-(NEW)-SUISSE-(CH)-PERF-ACQ-COLD,12.47,,
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Split Screen - 1 Lunette - Avec prix - V3,ASUC-(HISTO)-UK-(UK)-PERF-RTG,12.4,1,52.08
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Packshot Face - Avec Prix - V1,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,12.37,1,57.86
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-AUTRICHE-(AT)-PERF-ACQ-COLD,12.23,1,75
21/05/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,12.2,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Femme Porté - Sans Prix - V3 - H1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,12.16,,
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Packshot - Sans Prix - V1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,12.13,,
11/03/26 - Image - Young Dynamic - SUN - CROSSROADS - Road - Turquoise Stone - Packshot MoMa - Avec Prix - V1,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,12.13,2,110
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-BELGIQUE-(BE)-PERF-ACQ-COLD,12.1,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-SUISSE-(CH)-PERF-RTG,12.08,,
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Femme Porté - Sans Prix - V3 - H1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,12.05,1,138.04
20/05/26 - Video UGC - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Femme Porté - Sans Prix - V1 - H1,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,12.05,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Blue Riviera - Packshot 3 Angles - Avec Prix - V1,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,12.04,,
18/03/26 - Image - Young Parent - KIDS - BONPOINT - Multi Modèles - Packshot Face - Avec Prix - V1,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,12.04,,
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Split Screen - 1 Lunette - Avec prix - V3,ASUC-(NEW)-CROATIE-(HR)-PERF-RTG,12.04,2,67.6
20/04/26 - Image - Young Dynamic - SPORT - RUNNING - #HORIZON - Multi Variantes - KV SS26 - Portés Mixte - Avec Prix - V1,ASUC-(HISTO)-US-(US)-PERF-RTG,11.94,,
04/06/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - MoMa - Avec Prix - V1,ASUC-(NEW)-PORTUGAL-(PT)-PERF-RTG,11.93,,
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V3,ASUC-(NEW)-POLOGNE-(PL)-PERF-RTG,11.92,1,27.76
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V2,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-RTG,11.81,,
22/06/26 - Video UGC - Young Dynamic - SUN - ESSENTIAL EDITION - #ECHO - Multi Variantes - UGC Camille Le Super Cent - Sans Prix - V1 - H1,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,11.77,,
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Split Screen - 1 Lunette - Avec prix - V3,ASUC-(HISTO)-ALLEMAGNE-(DE)-PERF-ACQ-COLD,11.74,3,72.99
20/05/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pasty Dream - Still Life - Avec Prix - V1,ASUC-(NEW)-MEXIQUE-(MX)-PERF-RTG,11.73,,
01/07/26 - Video UGC - Young Dynamic - SUN - CROSSROADS - Multi Variantes - Multi Modèles - UGC in Store - Sans Prix - V1 - H1,ASUC-(NEW)-AUSTRALIE-(AU)-PERF-RTG,11.47,,
20/05/26 - Image - All Targets - SUN - ALEGRIA - #LUZ - Multi Variantes - Split Screen - 3 Lunettes - Avec prix - V3,ASUC-(NEW)-NORVEGE-(NO)-PERF-ACQ-COLD,11.47,,
21/04/26 - Image - All targets - SUN - ESSENTIAL EDITION - #ECHO - Caramel Pearl - Packshot - Sans Prix - V1,ASUC-(NEW)-BELGIQUE-(BE)-PERF-RTG,11.4,,
04/06/26 - Image - All targets - SUN - ALEGRIA - #LUZ - Pomodoro - MoMa - Avec Prix - V1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD,11.39,,
15/05/26 - Video UGC - Young Dynamic - SUN - PERMANENT - Multi Modèles - Multi Variantes - Ces lunettes vont avec tout - Langue FR - Sans Prix - V1 - H2,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,11.39,1,66.67
11/03/26 - Image - Young Dynamic - SUN - CROSSROADS - Road - Black - Packshot MoMa - Avec Prix - V1,ASUC-(NEW)-SUEDE-(SE)-PERF-ACQ-COLD,11.36,,
21/05/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - Packshot 3 Angles - Avec Prix - V1,ASUC-(NEW)-PAYS-BAS-(NL)-PERF-RTG,11.36,2,54.64
28/04/26 - Image - All targets - SUN - PERMANENT - #E - Midnight Blue - KV SS26 - Porté Homme - Avec Prix - V1,ASUC-(HISTO)-UK-(UK)-PERF-ACQ-COLD,11.3,,
10/07/26 - Image - Young Dynamic - SUN - #OFFICE - Vintage Cream - MoMa - Avec prix - V1,ASUC-(HISTO)-US-(US)-PERF-ACQ-COLD-RECO,11.22,2,157.18
11/03/26 - Image - Young Dynamic - SUN - CROSSROADS - Road - Turquoise Stone - Packshot MoMa - Avec Prix - V1,ASUC-(NEW)-SUEDE-(SE)-PERF-RTG,11.22,,
22/06/26 - Video UGC - Young Dynamic - SUN - PERMANENT - Multi Modèles - Multi Variantes - Langue FR - Sans Prix - V1 - H2,ASUC-(HISTO)-FRANCE-(FR)-PERF-RTG,11.21,1,36.58
21/05/26 - Image - All targets - SUN - ALEGRIA - #BAY - Black Olive - Packshot 3 Angles - Avec Prix - V1,ASUC-STEPHANE-(HISTO)-US-(US)-PERF-FID,11.16,,
